"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13005735"">Muscle Confusion</a>","1450","443","1412","","135","<a href=""https://aoe4world.com/players/2421945"">Muscle Confusion</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13007698"">ThatBoyNathaN7</a>","There was 1 matches for the string ThatBoyNathaN7","There was 1 matches","1320","","113","<a href=""https://aoe4world.com/players/7043450"">ThatBoyNathaN7</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/12988256"">Magneto</a>","There was 0 matches for the string Magneto","There was 0 matches","System.Object[]","1","System.Object[]","<a href=""https://aoe4world.com/players/5979147"">Magneto</a>","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13028369"">qupak</a>","There was 0 matches for the string qupak","There was 0 matches","System.Object[]","1","System.Object[]","qupak","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13027196"">Sigitang</a>","1223","2313","1298","2116","356","<a href=""https://aoe4world.com/players/6958030"">Sigitang</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/12997518"">R?ki</a>","1030","7119","1015","10803","122","<a href=""https://aoe4world.com/players/11264313"">R?ki</a>","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13006117"">RaE</a>","1256","1884","1386","1282","306","<a href=""https://aoe4world.com/players/6687875"">RaE</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/12990421"">WithinTheRuins1989</a>","769","21691","841","18865","952","<a href=""https://aoe4world.com/players/10523764"">WithinTheRuins1989</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/12990420"">WithinTheRuins1989</a>","769","21691","841","18865","952","<a href=""https://aoe4world.com/players/10523764"">WithinTheRuins1989</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13028690"">Athule</a>","1406","815","1270","2687","25","<a href=""https://aoe4world.com/players/4262428"">Athule</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
