"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13724447"">ekperrins</a>","There was 0 matches for the string ekperrins","There was 0 matches","1094","","2","<a href=""https://aoe4world.com/players/6595249"">ekperrins</a>","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13717352"">PGS | ?s?iL</a>","649","16698","1139","","5","<a href=""https://aoe4world.com/players/443692"">?s?iL</a>","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13732011"">Castrum</a>","There was 2 matches for the string Castrum","There was 2 matches","System.Object[]","1","System.Object[]","Castrum","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13743037"">mSj[Dreamer]</a>","There was 0 matches for the string mSj[Dreamer]","There was 0 matches","System.Object[]","1","System.Object[]","mSj[Dreamer]","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13735867"">hosein81</a>","1397","695","1459","831","284","<a href=""https://aoe4world.com/players/11927895"">hosein81</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13739873"">Bouh'roh</a>","1329","887","1397","1212","557","<a href=""https://aoe4world.com/players/4711473"">Bouh'roh</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13745804"">fedup</a>","1270","1183","1330","1825","151","<a href=""https://aoe4world.com/players/10361988"">fedup</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13737611"">N/A | Fury Road</a>","1266","1206","1310","2076","352","<a href=""https://aoe4world.com/players/10724618"">FuryRoad</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13742091"">SirNevels</a>","1040","4175","1130","5742","102","<a href=""https://aoe4world.com/players/9895151"">SirNevels</a>","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13744175"">Mr | CanadianMirza</a>",,,"981","13832","118","<a href=""https://aoe4world.com/players/10951574"">CanadianMirza</a>","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
