"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"DumBirb (Worrier Scout)","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/16702614"">DumBirb (Worrier Scout)</a>","There was 0 matches for the string DumBirb (Worrier Scout)","There was 0 matches","System.Object[]","1","System.Object[]","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7120167"">GRiM</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16721872"">GRiM</a>",,,"1541","1389","56","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/199837"">E.Sorcerer</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16713350"">E.Sorcerer</a>","1422","780","1505","2163","1443","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4780787"">Synthexor</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16721205"">Synthexor</a>","1449","658","1490","2420","675","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2118113"">Mikadoman</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16721405"">Mikadoman</a>","1400","1397","1409","3985","1452","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8827384"">StompingHoof</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16695273"">StompingHoof</a>","1330","1968","1402","4118","1969","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2224565"">AvengerSid</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16721653"">AvengerSid</a>","1327","1981","1393","4305","258","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6566419"">Appoloin</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16720868"">Appoloin</a>","1295","2304","1345","5520","1903","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6964911"">Jhill4492</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16721854"">Jhill4492</a>","1269","2567","1314","6418","181","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/9023538"">GStorm</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/16704766"">GStorm</a>","1213","3654","1261","8692","194","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-79/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
