"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"PiRhoKye","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18374903"">PiRhoKye</a>","There was 0 matches for the string PiRhoKye","There was 0 matches","System.Object[]","1","System.Object[]","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"Chienpo#8218","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18330772"">Chienpo#8218</a>","There was 2 matches for the string Chienpo#8218","There was 2 matches","System.Object[]","1","System.Object[]","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7038867"">Rode</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18377231"">Rode</a>","1290","1060","1383","5937","2651","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/20587464"">Kareem3id</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18376808"">Kareem3id</a>","1301","1012","1355","6892","298","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6964911"">Jhill4492</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18374796"">Jhill4492</a>",,,"1318","8496","204","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/512100"">DJP</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18361411"">DJP</a>","1109","2727","1224","14368","227","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/16939460"">Sorrowangel</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18375594"">Sorrowangel</a>","There was 2 matches for the string Sorrowangel","There was 2 matches","1151","21103","857","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8804293"">Jobabe</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18375814"">Jobabe</a>",,,"1125","24331","86","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/1913468"">_ChIvO__</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18376812"">SE | | _ChIvO__</a>","There was 2 matches for the string _ChIvO__","There was 2 matches","1086","30276","213","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/20074169"">cots</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18376802"">cots</a>","750","11253","862","71472","182","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-99/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
