"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/15832091"">Bonk</a>","There was 0 matches for the string Bonk","There was 0 matches","System.Object[]","1","System.Object[]","<a href=""https://aoe4world.com/players/1375793"">Bonk</a>","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/15840517"">Gunner</a>","There was 50 matches for the string Gunner","There was 50 matches","System.Object[]","1","System.Object[]","Gunner","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/15831413"">Balbes</a>","There was 2 matches for the string Balbes","There was 2 matches","System.Object[]","1","System.Object[]","Balbes","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/15828497"">Gwynbleidd#2563</a>","There was 17 matches for the string Gwynbleidd#2563","There was 17 matches","System.Object[]","1","System.Object[]","Gwynbleidd#2563","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15834370"">Zerr der H?rte</a>","1440","661","1522","1532","976","<a href=""https://aoe4world.com/players/282012"">Zerr der H?rte</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15833647"">Friendsandchaos</a>","1400","2338","1407","2230","768","<a href=""https://aoe4world.com/players/6761030"">Friendsandchaos</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15842601"">TheIncan</a>","1254","2668","1344","2730","884","<a href=""https://aoe4world.com/players/4711882"">TheIncan</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15842596"">Rahl429</a>","1307","9737","1337","2800","427","<a href=""https://aoe4world.com/players/6388574"">Rahl429</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15842569"">Vegeta</a>","1239","2850","1329","2817","483","<a href=""https://aoe4world.com/players/11636485"">Vegeta</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15843174"">KingFlutsch</a>","1210","3448","1282","3436","656","<a href=""https://aoe4world.com/players/8564696"">KingFlutsch</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15806772"">HeliosEdiy</a>","1239","2854","1273","3574","1408","<a href=""https://aoe4world.com/players/3258233"">HeliosEdiy</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-67/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
