"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"Leviathan (WilliamWolfe)","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/18305613"">Leviathan (WilliamWolfe)</a>","There was 0 matches for the string Leviathan (WilliamWolfe)","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"Chienpo#8218","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/18284997"">Chienpo#8218</a>","There was 2 matches for the string Chienpo#8218","There was 2 matches","System.Object[]","1","System.Object[]","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/18504557"">Realt1ger</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18295972"">Realt1ger</a>","1436","306","1519","2267","1349","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/19729067"">Yonko Sors</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18293447"">Yonko Sors</a>","1403","446","1514","2487","333","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2118113"">Mikadoman</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18307286"">Mikadoman</a>",,,"1433","4442","1553","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/14987985"">Yggem</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18307632"">Yggem</a>","1315","673","1378","6040","1723","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11542811"">Bagsy</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18306783"">Bagsy</a>","1125","1863","1375","6125","2178","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/20587464"">Kareem3id</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18307636"">Kareem3id</a>","1291","784","1343","7317","280","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/512100"">DJP</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18307641"">DJP</a>","1119","1918","1258","11775","213","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/5082648"">Flurry</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18307583"">Flurry</a>",,,"1198","16393","62","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-98/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
