"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"Smrgha","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/16147591"">Smrgha</a>","There was 0 matches for the string Smrgha","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"alwezz97","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/16135735"">alwezz97</a>","There was 0 matches for the string alwezz97","There was 0 matches","System.Object[]","1","System.Object[]","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/10972279"">Vipers</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/16082469"">Vipers</a>","There was 0 matches for the string Vipers","There was 0 matches","System.Object[]","1","System.Object[]","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2118113"">Mikadoman</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/16146304"">Mikadoman</a>","993","4268","1338","4501","1311","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/275034"">VicentiN</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/16101407"">VicentiN</a>",,,"1394","3446","105","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2295504"">Eren_AoE</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/16146818"">Eren_AoE</a>",,,"1092","16037","80","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7788946"">Tayfan</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/16147346"">VM | Tayfan</a>","1021","3574","1412","3209","590","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7249883"">Sormeon</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/16085214"">Sormeon</a>","1245","1033","1313","5066","470","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/765095"">Vincsis</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/16147698"">Selfeu | Vincsis</a>","1249","1008","1292","5664","437","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/5748432"">SonOfNuln</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/16137017"">SonOfNuln</a>","986","4388","1284","5903","241","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-71/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
