"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"PIckledsprattman","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13689000"">PGS | PIckledsprattman</a>","There was 0 matches for the string PIckledsprattman","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"Eratic-Swami","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13666408"">Iron | Eratic-Swami</a>","There was 0 matches for the string Eratic-Swami","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"mSj[Dreamer]","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13650790"">mSj[Dreamer]</a>","There was 0 matches for the string mSj[Dreamer]","There was 0 matches","System.Object[]","1","System.Object[]","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/15680610"">caramel237</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13689329"">caramel237</a>","1300","930","1398","1250","21","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4711473"">Bouh'roh</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13678879"">Bouh'roh</a>","1157","2099","1363","1514","531","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11648581"">SamyarS80</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13690733"">SamyarS80</a>","1211","1534","1297","2258","223","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/10724618"">FuryRoad</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13667584"">N/A | Fury Road</a>","1170","1959","1255","2908","324","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/5268385"">Optomusprilliam</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13689163"">Optomusprilliam</a>","1103","2733","1252","2951","96","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/15277473"">arjentum7</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13688884"">arjentum7</a>","1215","1470","1241","3158","248","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11989139"">AntiRaider</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13690566"">AntiRaider</a>","1102","2742","1194","4076","136","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
