"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"Leviathan (WilliamWolfe)","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo/entrant/18138827"">Leviathan (WilliamWolfe)</a>","There was 0 matches for the string Leviathan (WilliamWolfe)","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo"">Low Elo Legends - Lower Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7038867"">Rode</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18165360"">Rode</a>","1336","2258","1401","5288","2585","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/18504557"">Realt1ger</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18163649"">Realt1ger</a>","1307","2544","1394","5464","1297","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/661076"">MRT44</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18165548"">MRT44</a>","1308","2535","1372","6151","154","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6566419"">Appoloin</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18164276"">Appoloin</a>","1313","2475","1350","6944","2270","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/20257256"">Pilsen</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18163945"">Universo Aoe | Pilsen</a>",,,"1291","9533","22","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4632757"">TheNavneet</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18165539"">TheNavneet</a>","1216","4109","1263","11278","877","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8376851"">Tmog85</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18165939"">Tmog85</a>","1200","5046","1232","13482","1003","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/14987985"">Yggem</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo/entrant/18165534"">Yggem</a>","1128","6571","1217","14620","1618","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo"">Low Elo Legends - Lower Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/9224851"">Bigglestine</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18165980"">Bigglestine</a>","1101","7515","1197","16220","496","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6497822"">DiegoFonts</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo/entrant/18165769"">DiegoFonts</a>","1056","9148","1132","22773","478","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo"">Low Elo Legends - Lower Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7435168"">Cardinal sin</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo/entrant/18165962"">Cardinal sin</a>","1047","9543","1107","26133","477","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo"">Low Elo Legends - Lower Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/17061538"">Porter12346</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo/entrant/18165586"">Porter12346</a>","1030","10448","1067","32854","205","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo"">Low Elo Legends - Lower Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/179094"">Darth Lil J</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo/entrant/18164905"">Darth Lil J</a>","966","14951","1050","35934","701","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo"">Low Elo Legends - Lower Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/17501361"">Wololoshka</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo/entrant/18165183"">Wololoshka</a>","1000","13282","1046","36639","67","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-96/event/low-elo-legends-lower-bracket-1100-ranked-elo"">Low Elo Legends - Lower Bracket (<1100 Ranked Elo)</a>"
