"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/14127861"">Lo? | Mad Baron</a>","There was 0 matches for the string Baron","There was 0 matches","952","","1","<a href=""https://aoe4world.com/players/4407381"">Baron</a>","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/14102054"">RAAVAN</a>","There was 0 matches for the string RAAVAN","There was 0 matches","955","","1","<a href=""https://aoe4world.com/players/6592588"">RAAVAN</a>","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/14096751"">Sorrowangel</a>","There was 2 matches for the string Sorrowangel","There was 2 matches","System.Object[]","1","System.Object[]","Sorrowangel","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14135607"">RaE</a>","1461","529","1475","1398","511","<a href=""https://aoe4world.com/players/6687875"">RaE</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14125048"">Matteo</a>","1379","1478","1454","1644","761","<a href=""https://aoe4world.com/players/9765272"">Matteo</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14134584"">Shineko</a>","1400","1302","1347","1646","128","<a href=""https://aoe4world.com/players/10400991"">[NW] NakanoMikuSimp?</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14123689"">fedup</a>","1388","1443","1425","1971","189","<a href=""https://aoe4world.com/players/10361988"">fedup</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14131191"">Alcatraz</a>","1359","1597","1385","2471","391","<a href=""https://aoe4world.com/players/400661"">Alcatraz</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14123134"">Vegeta</a>","1424","666","1283","2480","54","<a href=""https://aoe4world.com/players/11636485"">Vegeta</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14135284"">amirsozoki</a>","1136","5035","1363","2831","427","<a href=""https://aoe4world.com/players/10107119"">amirsozoki</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14107490"">Kidmo</a>","1241","2647","1318","3670","172","<a href=""https://aoe4world.com/players/9492831"">Kidmo</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14091829"">Bagsy</a>","1224","2950","1307","3908","1626","<a href=""https://aoe4world.com/players/11542811"">Bagsy</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14127682"">AntiRaider</a>","1232","2805","1287","4440","183","<a href=""https://aoe4world.com/players/11989139"">AntiRaider</a>","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
