"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13363411"">scifidrummergeek</a>","There was 1 matches for the string scifidrummergeek","There was 1 matches","1001","","2","<a href=""https://aoe4world.com/players/38604"">scifidrummergeek</a>","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13348264"">Higgs</a>","1415","727","1162","","195","<a href=""https://aoe4world.com/players/225491"">Higgs</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13367396"">GoodGuyAoE</a>","There was 0 matches for the string GoodGuyAoE","There was 0 matches","System.Object[]","1","System.Object[]","GoodGuyAoE","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13364821"">Blid</a>","1298","1932","1403","1074","330","<a href=""https://aoe4world.com/players/8534294"">Blid</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13340100"">Aixx</a>","1413","788","1389","1150","59","<a href=""https://aoe4world.com/players/2646918"">Aixx</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13356183"">Shineko</a>","1418","642","1347","1646","128","<a href=""https://aoe4world.com/players/10400991"">[NW] NakanoMikuSimp?</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13339446"">HeliosEdiy</a>","1203","3897","1235","2803","960","<a href=""https://aoe4world.com/players/3258233"">HeliosEdiy</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13355447"">fenix</a>","1176","4430","1231","2855","332","<a href=""https://aoe4world.com/players/11020395"">fenix</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13360456"">GOA | Hal.303</a>","1117","5745","1219","3043","456","<a href=""https://aoe4world.com/players/8087309"">Hal.303</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13361974"">N/A | Fury Road</a>","1051","7989","1151","4405","276","<a href=""https://aoe4world.com/players/10724618"">FuryRoad</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-37/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
