"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"MarjiMan_RTS#9852","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14426799"">MarjiMan_RTS#9852</a>","There was 0 matches for the string MarjiMan_RTS#9852","There was 0 matches","System.Object[]","1","System.Object[]","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"Hood lives matter","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14422272"">Hood lives matter</a>","There was 0 matches for the string Hood lives matter","There was 0 matches","System.Object[]","1","System.Object[]","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11578604"">ARIA</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14436860"">ARIA</a>",,,"1318","1783","16","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2118113"">Mikadoman</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14438121"">Mikadoman</a>","1400","1306","1442","1858","938","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4876749"">lamych</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14437412"">lamych</a>","1411","880","1441","1869","823","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11564969"">D14B0l0</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14429347"">[CIT] | D14B0l0</a>","1338","1788","1416","2181","339","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8063447"">Moketronics7740</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14388799"">Moketronics</a>",,,"1298","2259","129","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11636485"">Vegeta</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14395628"">Vegeta</a>","1439","626","1283","2480","54","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/10418600"">kaker</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14437005"">kaker</a>","810","21768","1353","3133","46","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8064820"">Quarfelburg</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14423059"">Quarfelburg</a>","1203","3899","1299","4306","851","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-51/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
