"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"Smrgha","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/16214374"">Smrgha</a>","There was 0 matches for the string Smrgha","There was 0 matches","System.Object[]","1","System.Object[]","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"Caldeira","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16212518"">GT_ | Caldeira</a>","There was 5 matches for the string Caldeira","There was 5 matches","System.Object[]","1","System.Object[]","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11648581"">SamyarS80</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16213580"">SamyarS80</a>",,,"1499","2015","355","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4794540"">jbarbs6169</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16212654"">jbarbs6169</a>","1410","544","1482","2253","532","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2236507"">Hannodins</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16214325"">[ODM] | Hannodins</a>","1403","611","1482","2261","583","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/10400991"">[NW] NakanoMikuSimp?</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16212059"">Shineko</a>","1183","2068","1436","2934","312","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7788946"">Tayfan</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16221530"">VM | Tayfan</a>","1050","4023","1406","3428","592","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7038867"">Rode</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16207924"">Rode</a>","1324","926","1392","3636","2102","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11927895"">hosein81</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16223572"">hosein81</a>","1278","1186","1382","3798","619","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7249883"">Sormeon</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16200246"">Sormeon</a>","1327","901","1371","3992","485","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-72/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
